VARIABLES= "X","Y","Z","CP"
1.0003 0.0000 0.0012 -22.6412
0.9976 0.0000 0.0022 -12.6210
0.9896 0.0000 0.0049 -1.4788
0.9764 0.0000 0.0094 -0.0017
0.9581 0.0000 0.0154 0.4927
0.9348 0.0000 0.0228 0.6965
0.9068 0.0000 0.0313 0.7946
0.8744 0.0000 0.0407 0.8478
0.8378 0.0000 0.0506 0.8793
0.7974 0.0000 0.0608 0.8994
0.7537 0.0000 0.0710 0.9132
0.7070 0.0000 0.0808 0.9230
0.6580 0.0000 0.0900 0.9301
0.6070 0.0000 0.0983 0.9354
0.5548 0.0000 0.1054 0.9393
0.5018 0.0000 0.1112 0.9419
0.4486 0.0000 0.1155 0.9428
0.3959 0.0000 0.1182 0.9421
0.3431 0.0000 0.1184 0.9434
0.2920 0.0000 0.1158 0.9467
0.2434 0.0000 0.1106 0.9491
0.1978 0.0000 0.1030 0.9509
0.1559 0.0000 0.0934 0.9518
0.1182 0.0000 0.0823 0.9509
0.0852 0.0000 0.0701 0.9477
0.0573 0.0000 0.0574 0.9418
0.0346 0.0000 0.0445 0.9352
0.0175 0.0000 0.0320 0.9441
0.0060 0.0000 0.0203 0.9749
0.0001 0.0000 0.0095 0.7531
0.0000 0.0000 0.0000 0.5505
0.0053 0.0000 -0.0079 0.7943
0.0159 0.0000 -0.0138 0.9660
0.0315 0.0000 -0.0178 0.9296
0.0519 0.0000 -0.0200 0.9387
0.0767 0.0000 -0.0205 0.9604
0.1057 0.0000 -0.0197 0.9769
0.1386 0.0000 -0.0176 0.9875
0.1749 0.0000 -0.0147 0.9940
0.2144 0.0000 -0.0112 0.9977
0.2566 0.0000 -0.0075 0.9995
0.3013 0.0000 -0.0038 0.9999
0.3479 0.0000 -0.0006 0.9993
0.3962 0.0000 0.0018 0.9985
0.4469 0.0000 0.0037 0.9979
0.4982 0.0000 0.0054 0.9972
0.5498 0.0000 0.0068 0.9962
0.6009 0.0000 0.0079 0.9950
0.6511 0.0000 0.0084 0.9937
0.6997 0.0000 0.0085 0.9921
0.7463 0.0000 0.0082 0.9901
0.7904 0.0000 0.0075 0.9875
0.8314 0.0000 0.0064 0.9836
0.8688 0.0000 0.0052 0.9770
0.9022 0.0000 0.0039 0.9651
0.9312 0.0000 0.0025 0.9396
0.9555 0.0000 0.0013 0.8794
0.9747 0.0000 0.0002 0.7275
0.9885 0.0000 -0.0006 0.4172
0.9969 0.0000 -0.0011 0.5596
0.9998 0.0000 -0.0012 -10.8692
1.0000 0.0000 0.0000 -22.6412
