VARIABLES= "X","Y","Z","CP"
1.0000 0.0000 0.0000 0.5070
0.9997 0.0000 -0.0000 0.4681
0.9990 0.0000 -0.0000 0.4036
0.9977 0.0000 -0.0000 0.3596
0.9959 0.0000 -0.0000 0.3265
0.9936 0.0000 -0.0001 0.3001
0.9908 0.0000 -0.0001 0.2780
0.9875 0.0000 -0.0001 0.2592
0.9837 0.0000 -0.0002 0.2427
0.9794 0.0000 -0.0002 0.2280
0.9746 0.0000 -0.0003 0.2148
0.9693 0.0000 -0.0003 0.2028
0.9636 0.0000 -0.0004 0.1918
0.9573 0.0000 -0.0005 0.1817
0.9506 0.0000 -0.0006 0.1722
0.9435 0.0000 -0.0007 0.1634
0.9359 0.0000 -0.0008 0.1551
0.9278 0.0000 -0.0009 0.1472
0.9194 0.0000 -0.0010 0.1397
0.9105 0.0000 -0.0012 0.1325
0.9012 0.0000 -0.0013 0.1257
0.8914 0.0000 -0.0015 0.1190
0.8813 0.0000 -0.0016 0.1125
0.8708 0.0000 -0.0018 0.1062
0.8600 0.0000 -0.0020 0.1001
0.8488 0.0000 -0.0023 0.0940
0.8372 0.0000 -0.0025 0.0880
0.8253 0.0000 -0.0028 0.0820
0.8131 0.0000 -0.0030 0.0760
0.8005 0.0000 -0.0033 0.0700
0.7877 0.0000 -0.0036 0.0639
0.7746 0.0000 -0.0040 0.0578
0.7612 0.0000 -0.0043 0.0515
0.7476 0.0000 -0.0047 0.0452
0.7337 0.0000 -0.0051 0.0387
0.7196 0.0000 -0.0056 0.0321
0.7053 0.0000 -0.0060 0.0252
0.6908 0.0000 -0.0065 0.0182
0.6761 0.0000 -0.0070 0.0109
0.6612 0.0000 -0.0075 0.0034
0.6462 0.0000 -0.0080 -0.0043
0.6310 0.0000 -0.0086 -0.0123
0.6158 0.0000 -0.0092 -0.0206
0.6004 0.0000 -0.0098 -0.0291
0.5849 0.0000 -0.0104 -0.0380
0.5693 0.0000 -0.0110 -0.0471
0.5537 0.0000 -0.0117 -0.0565
0.5381 0.0000 -0.0123 -0.0662
0.5224 0.0000 -0.0130 -0.0762
0.5067 0.0000 -0.0136 -0.0864
0.4910 0.0000 -0.0143 -0.0968
0.4753 0.0000 -0.0150 -0.1073
0.4596 0.0000 -0.0156 -0.1179
0.4440 0.0000 -0.0163 -0.1284
0.4285 0.0000 -0.0169 -0.1384
0.4130 0.0000 -0.0175 -0.1473
0.3977 0.0000 -0.0181 -0.1544
0.3826 0.0000 -0.0187 -0.1624
0.3677 0.0000 -0.0193 -0.1735
0.3530 0.0000 -0.0200 -0.1872
0.3384 0.0000 -0.0207 -0.2028
0.3239 0.0000 -0.0214 -0.2200
0.3096 0.0000 -0.0221 -0.2389
0.2955 0.0000 -0.0228 -0.2592
0.2816 0.0000 -0.0235 -0.2811
0.2679 0.0000 -0.0242 -0.3044
0.2544 0.0000 -0.0249 -0.3293
0.2412 0.0000 -0.0255 -0.3558
0.2282 0.0000 -0.0261 -0.3840
0.2154 0.0000 -0.0267 -0.4138
0.2030 0.0000 -0.0272 -0.4455
0.1908 0.0000 -0.0277 -0.4791
0.1788 0.0000 -0.0281 -0.5148
0.1672 0.0000 -0.0284 -0.5526
